Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Giannis Antetokounmpo,30,MIL,PF,26,26,35.1,12.7,21,0.606,0.2,0.7,0.222,12.5,20.3,0.619,0.609,6.8,11.3,0.603,2,9.6,11.7,6,0.8,1.5,3.3,2.5,32.4,
2,Shai Gilgeous-Alexander,26,OKC,PG,34,34,34.4,11,21,0.525,2.1,6,0.356,8.9,15,0.593,0.576,7,7.9,0.885,0.8,4.6,5.4,6.1,2,1.1,2.6,2.1,31.2,
3,Nikola Jokić,29,DEN,C,30,30,36.9,11.8,21.3,0.553,2.3,4.7,0.479,9.5,16.5,0.575,0.607,5.2,6.5,0.805,3.5,9.7,13.2,9.7,1.7,0.6,3.3,2.1,31,
4,LaMelo Ball,23,CHO,PG,22,22,33.7,10.5,24.6,0.425,4.5,13,0.346,6,11.6,0.514,0.517,4.7,5.5,0.844,0.9,4.5,5.3,7.4,1.3,0.2,4.1,3.7,30.1,
5,Paolo Banchero,22,ORL,PF,5,5,36.4,9.6,19.4,0.495,2.2,6.4,0.344,7.4,13,0.569,0.552,7.6,11.8,0.644,2.4,6.4,8.8,5.6,0.6,0.8,2.2,2.6,29,
6,Jayson Tatum,26,BOS,PF,32,32,36.3,9.4,20.2,0.464,3.9,10.7,0.37,5.4,9.6,0.569,0.561,5.5,6.9,0.796,0.6,8.8,9.4,5.6,1.3,0.4,2.8,2.5,28.2,
7,Luka Dončić,25,DAL,PG,22,22,35.7,9.8,21.2,0.464,3.4,9.6,0.354,6.4,11.5,0.555,0.544,5.1,6.6,0.767,0.7,7.6,8.3,7.8,2,0.4,3.4,2.6,28.1,
8,Kevin Durant,36,PHO,PF,22,22,36,9.8,19.1,0.512,2.4,5.9,0.411,7.4,13.2,0.557,0.575,5.8,6.9,0.836,0.5,6,6.5,3.8,0.8,1.3,3.3,1.8,27.7,
9,De'Aaron Fox,27,SAC,PG,35,35,37.3,9.9,20.3,0.486,2,6.3,0.321,7.8,14,0.56,0.536,4.9,6.1,0.808,1.1,3.9,4.9,6.2,1.6,0.3,3.3,2.8,26.7,
10,Victor Wembanyama,21,SAS,C,29,29,32.9,9.3,19.2,0.487,3.3,9.2,0.362,6,10,0.602,0.574,3.9,4.4,0.875,1.9,8.4,10.3,3.9,1,3.9,3.6,2.1,25.9,
11,Anthony Davis,31,LAL,C,32,32,34.8,9.4,18,0.522,0.7,2.2,0.314,8.7,15.8,0.55,0.541,6.4,8.2,0.779,2.6,9.2,11.8,3.6,1.3,2.1,2.3,1.9,25.8,
12,Tyrese Maxey,24,PHI,PG,26,26,37.2,8.8,20.8,0.421,3.2,9.4,0.34,5.6,11.5,0.487,0.497,4.7,5.6,0.842,0.2,3.3,3.5,5.4,2.2,0.5,2.3,2.4,25.5,
13,Jalen Brunson,28,NYK,PG,34,34,35.1,8.6,17.9,0.479,2.4,6.2,0.393,6.1,11.7,0.525,0.548,5.5,6.7,0.821,0.4,2.5,3,7.7,0.8,0.1,2.4,2.2,25.1,
14,Damian Lillard,34,MIL,PG,25,25,36.5,7.6,17.6,0.434,3.4,9.4,0.364,4.2,8.2,0.515,0.532,6.4,6.9,0.919,0.6,3.8,4.5,7.6,1.1,0.2,2.9,1.9,25.1,
15,Devin Booker,28,PHO,SG,27,27,36.3,7.8,18.2,0.429,2.6,7.7,0.341,5.2,10.5,0.493,0.501,6.5,7.2,0.902,1.1,2.5,3.7,6.5,1.1,0.3,2.3,2.1,24.7,
16,Cam Thomas,23,BRK,SG,19,17,32.3,7.9,17.7,0.448,2.8,7.6,0.375,5.1,10.2,0.503,0.528,5.9,6.8,0.876,0.5,3.1,3.6,3.4,0.7,0.1,2.7,1.9,24.7,
17,Karl-Anthony Towns,29,NYK,C,33,33,34.5,8.8,16.2,0.548,2.1,4.8,0.44,6.7,11.3,0.594,0.614,4.9,5.8,0.834,2.9,11.1,14,3.3,0.9,0.9,2.5,3.6,24.7,
18,Anthony Edwards,23,MIN,SG,33,33,36.1,8.7,19.8,0.44,4,9.7,0.409,4.7,10.1,0.47,0.541,3.1,3.8,0.81,0.6,5,5.6,4,1.2,0.6,3,1.9,24.5,
19,Jaylen Brown,28,BOS,SF,28,28,35.4,9,19.4,0.461,2.3,7,0.332,6.6,12.4,0.534,0.521,4.1,5.6,0.734,1.5,4.5,6,4.6,1.4,0.3,2.8,2.4,24.4,
20,Franz Wagner,23,ORL,SF,25,25,33.2,8.8,18.9,0.465,2,6.4,0.321,6.8,12.6,0.538,0.519,4.8,5.4,0.881,0.9,4.7,5.6,5.7,1.7,0.5,2.4,2.3,24.4,
21,Kyrie Irving,32,DAL,SG,30,30,35.6,9,18.3,0.49,3.1,7,0.441,5.9,11.3,0.521,0.575,3.3,3.6,0.899,1,3.5,4.6,4.9,1.2,0.4,2.3,2.2,24.3,
22,Joel Embiid,30,PHI,C,12,12,29.5,7.6,16.9,0.448,1.2,3.8,0.304,6.4,13.1,0.49,0.483,7.8,8.5,0.912,1.8,5.8,7.6,3.7,0.9,1.1,3.2,2.3,24.1,
23,Tyler Herro,25,MIA,SG,32,32,35.3,8.3,17.5,0.478,3.9,9.6,0.41,4.4,7.9,0.56,0.59,3.4,4,0.853,0.3,5.2,5.5,5.1,0.7,0.1,2.5,1.6,24.1,
24,LeBron James,40,LAL,SF,31,31,34.9,9.3,18.3,0.507,2.2,5.7,0.382,7.1,12.6,0.564,0.567,3.4,4.4,0.77,0.9,6.5,7.4,8.9,0.7,0.6,3.8,1.4,24.1,
25,Cade Cunningham,23,DET,PG,30,30,35.6,8.9,19.8,0.447,2.4,6.5,0.371,6.5,13.4,0.484,0.508,3.5,4.4,0.794,1,5.7,6.7,9.5,0.8,0.9,4.4,2.9,23.6,
26,Norman Powell,31,LAC,SG,27,27,33.1,8.1,17,0.48,3.6,8.1,0.441,4.6,8.8,0.517,0.586,3.7,4.4,0.847,0.3,3,3.3,2.4,1.2,0.2,2.2,2.1,23.6,
27,RJ Barrett,24,TOR,SG,27,27,34.1,8.5,18.5,0.459,1.9,5.6,0.344,6.6,12.9,0.509,0.511,4.5,6.2,0.726,0.9,5.9,6.8,6.2,0.7,0.4,3.4,2.5,23.4,
28,Donovan Mitchell,28,CLE,SG,33,33,31.4,8.2,18.1,0.456,3.8,9.3,0.412,4.4,8.8,0.502,0.562,3.1,3.8,0.815,0.5,3.9,4.4,4.7,1.5,0.2,2.1,1.9,23.4,
29,CJ McCollum,33,NOP,PG,22,22,33.6,8.7,18.9,0.459,3.1,8.4,0.368,5.6,10.5,0.532,0.541,2.3,3.2,0.714,0.8,3,3.8,4,1,0.5,1.7,2.4,22.7,
30,Zion Williamson,24,NOP,PF,6,6,31,7.8,17.3,0.452,0.3,1,0.333,7.5,16.3,0.459,0.462,6.7,10,0.667,2.7,5.3,8,5.3,0.7,1.2,3.7,3,22.7,
31,Trae Young,26,ATL,PG,33,33,35.8,6.8,17,0.401,2.9,8.5,0.338,3.9,8.5,0.464,0.486,6.1,7,0.874,0.5,3,3.5,11.9,1.3,0.2,4.4,2,22.6,
32,Stephen Curry,36,GSW,PG,27,27,31.2,7.4,16.7,0.447,4.3,10.4,0.418,3.1,6.3,0.494,0.577,3.1,3.4,0.923,0.5,4.3,4.8,6.5,1.1,0.5,3,1.1,22.3,
33,Jaren Jackson Jr.,25,MEM,C,33,33,28.7,7.9,16.2,0.49,1.9,5.3,0.352,6,10.8,0.557,0.548,4.6,5.8,0.792,1.4,4.8,6.1,1.9,1.4,1.7,2.2,3.3,22.3,
34,Zach LaVine,29,CHI,SF,29,29,33.3,8,15.9,0.503,3.3,7.4,0.444,4.7,8.4,0.555,0.607,3,3.8,0.807,0.2,4.2,4.4,4.3,0.9,0.3,3,1.7,22.3,
35,Brandon Ingram,27,NOP,SF,18,18,33.1,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,
36,James Harden,35,LAC,PG,32,32,33.9,6.3,15.9,0.393,2.8,8.2,0.347,3.4,7.7,0.441,0.482,6.6,7.4,0.89,0.6,5.5,6.1,7.8,1.5,0.6,4.8,2,21.9,
37,Jordan Poole,25,WAS,SG,28,28,31.4,7,16.2,0.435,3.6,8.9,0.406,3.4,7.3,0.471,0.546,4.1,4.9,0.847,0.4,2.3,2.7,5,1.6,0.5,3.6,3.4,21.8,
38,Brandon Miller,22,CHO,SF,23,23,34.5,7.4,18.6,0.4,3.9,11,0.352,3.6,7.6,0.471,0.505,2.7,3,0.897,0.9,4.2,5.1,3.7,1.1,0.7,2.8,2.7,21.4,
39,Ja Morant,25,MEM,PG,20,20,27.7,7.1,15.7,0.454,1.6,4.8,0.323,5.6,10.9,0.512,0.503,5.5,6.5,0.838,0.7,3.8,4.4,7.9,1.1,0.4,3.8,1.6,21.2,
40,Jalen Williams,23,OKC,SG,34,34,32.4,8.3,17.2,0.481,1.8,5.1,0.353,6.5,12.1,0.535,0.533,2.6,3.3,0.777,0.9,4.9,5.8,5.1,1.8,0.7,2.2,2.5,20.9,
41,DeMar DeRozan,35,SAC,SF,30,30,35.1,7.7,15.7,0.492,0.7,2.2,0.328,7,13.5,0.519,0.515,4.6,5.4,0.853,0.6,3.3,3.9,3.9,1.4,0.4,1.5,2.1,20.8,
42,Trey Murphy III,24,NOP,SF,22,20,34.4,7,15.7,0.446,3.1,8.5,0.362,3.9,7.1,0.548,0.545,3.5,3.9,0.906,0.9,3.6,4.5,2.7,1.1,0.7,1.7,2.3,20.6,
43,Domantas Sabonis,28,SAC,C,32,32,35.7,8.1,13.7,0.593,1,2.4,0.429,7.1,11.3,0.628,0.63,3.3,4.2,0.785,3.8,9.9,13.7,6.1,0.8,0.4,2.9,3.5,20.5,
44,Scottie Barnes,23,TOR,PF,22,22,34.3,7.7,16.5,0.467,1.6,5.6,0.293,6.1,11,0.556,0.516,3.3,4.5,0.735,1.7,6.6,8.3,6.6,1.4,0.6,3.7,2.2,20.4,
45,Darius Garland,25,CLE,PG,33,33,30,7.3,14.9,0.493,2.9,6.8,0.427,4.4,8.1,0.549,0.591,2.8,3.1,0.911,0.5,2.1,2.6,6.8,1.2,0.2,2.3,2.1,20.4,
46,Nikola Vučević,34,CHI,C,33,33,32.2,8.2,14.7,0.559,2.1,4.8,0.44,6.1,9.9,0.617,0.631,1.8,2.2,0.831,2.2,7.9,10.1,3.3,0.8,0.7,1.6,2.3,20.3,
47,Julius Randle,30,MIN,PF,33,33,33.2,6.9,14.4,0.479,1.8,4.9,0.377,5,9.5,0.532,0.543,4.5,5.5,0.824,1.9,5.1,7,4.5,0.7,0.2,3,2.4,20.2,
48,De'Andre Hunter,27,ATL,SF,24,2,27.8,6.5,13.3,0.484,2.7,6.1,0.438,3.8,7.3,0.523,0.584,4.3,5,0.858,0.7,3.4,4,1.4,0.9,0.1,1.3,2.3,19.9,
49,Jalen Johnson,23,ATL,SF,32,32,36.3,7.9,15.4,0.512,1.4,4.2,0.331,6.5,11.3,0.579,0.557,2.7,3.5,0.752,1.8,8.3,10.1,5.3,1.5,1.1,3,2,19.8,
50,Pascal Siakam,30,IND,PF,35,35,33.7,7.5,14.4,0.522,1.9,4.4,0.439,5.6,10,0.559,0.589,2.8,3.7,0.756,1.7,5.6,7.3,3.4,0.9,0.3,1.3,2.9,19.8,
51,Jalen Green,22,HOU,SG,34,34,32.7,6.9,16.7,0.41,2.5,7.7,0.319,4.4,9,0.489,0.484,3.4,4,0.86,0.5,3.9,4.4,2.5,1,0.3,2.4,1.7,19.6,
52,Jamal Murray,27,DEN,PG,27,27,36.7,7,16.1,0.436,2.1,5.9,0.367,4.9,10.3,0.475,0.502,3.4,4,0.852,0.5,3.6,4.1,6.3,1.5,0.7,2.3,1.7,19.6,
53,Cameron Johnson,28,BRK,PF,32,32,32.6,6.4,12.8,0.496,3.3,7.5,0.436,3.1,5.3,0.582,0.624,3.5,3.9,0.895,0.8,3.5,4.3,3,0.9,0.4,1.7,1.8,19.5,
54,Lauri Markkanen,27,UTA,PF,27,27,32,6.1,14.1,0.429,2.8,7.9,0.358,3.3,6.3,0.518,0.529,4.5,5.1,0.891,1.8,4.6,6.4,1.9,0.8,0.3,1.5,1.6,19.5,
55,Evan Mobley,23,CLE,PF,32,32,30.2,7.3,12.7,0.575,1.2,2.7,0.435,6.2,10.1,0.612,0.62,3.1,4,0.781,2.1,6.7,8.8,2.9,1,1.5,2.1,2.2,18.9,
56,Michael Porter Jr.,26,DEN,SF,33,33,34.3,7.2,13.8,0.524,2.6,6.2,0.422,4.6,7.6,0.608,0.62,1.8,2.5,0.699,1.5,4.9,6.4,2.6,0.7,0.4,1.4,2.1,18.9,
57,Alperen Sengun,22,HOU,C,34,34,31.4,7.5,15.2,0.49,0.3,1.5,0.22,7.1,13.8,0.519,0.501,3.6,4.8,0.756,3.4,7.2,10.6,5,1.3,0.9,2.5,2.8,18.9,
58,Mikal Bridges,28,NYK,SF,35,35,39.3,7.6,15,0.509,2.5,6.8,0.363,5.2,8.2,0.628,0.59,0.7,1.1,0.703,0.9,2.4,3.3,3.3,1.2,0.5,1.6,1.4,18.5,
59,Austin Reaves,26,LAL,SG,29,29,34.7,6.2,14,0.44,2.6,7.2,0.357,3.6,6.8,0.528,0.532,3.3,4.1,0.815,1,3.6,4.6,5.9,1,0.1,2.6,2.1,18.3,
60,Bradley Beal,31,PHO,SG,22,22,33.4,7.1,14.6,0.489,2.2,5.8,0.386,4.9,8.8,0.557,0.565,1.7,2.3,0.76,0.7,3,3.7,3.1,1.2,0.7,2.2,2.7,18.2,
61,Miles Bridges,26,CHO,PF,20,20,31.1,6.4,15.4,0.416,2,6.9,0.285,4.5,8.6,0.52,0.479,3.3,3.8,0.88,0.9,6.9,7.8,3.7,0.7,0.7,2.1,1.4,18.1,
62,Tyrese Haliburton,24,IND,PG,35,35,35.3,6.2,14.2,0.44,2.9,8.4,0.35,3.3,5.8,0.569,0.543,2.7,3.2,0.838,0.7,3,3.7,8.8,1.2,0.6,1.8,1.4,18.1,
63,Shaedon Sharpe,21,POR,SG,25,23,31.1,6.6,14.7,0.451,1.8,6.2,0.288,4.8,8.5,0.571,0.512,2.8,3.5,0.795,0.6,2.9,3.6,2.4,0.8,0.2,1.7,1.8,17.9,
64,Coby White,24,CHI,SG,32,32,32.8,6,14.3,0.421,3,8.4,0.352,3.1,5.9,0.521,0.525,2.9,3.3,0.886,0.4,3.2,3.5,4.7,1.1,0.2,2.4,2.5,17.9,
65,John Collins,27,UTA,PF,26,17,30,6.5,12.3,0.523,1.4,3.3,0.424,5.1,9.1,0.559,0.579,3.4,3.9,0.871,2.2,6,8.2,2.5,1.1,0.8,2.6,2.9,17.7,
66,Kristaps Porziņģis,29,BOS,C,12,12,27.3,5.8,13,0.449,2,5.8,0.343,3.8,7.2,0.535,0.526,4,4.8,0.842,1.3,4.9,6.3,1.7,0.7,1.5,0.8,2.3,17.7,
67,Collin Sexton,26,UTA,SG,32,30,28.5,6.4,12.9,0.493,2,4.5,0.438,4.4,8.4,0.522,0.569,2.9,3.3,0.895,0.9,1.8,2.7,3.8,0.8,0.1,2.6,2.3,17.7,
68,Anfernee Simons,25,POR,SG,30,30,31.4,6.3,15.1,0.415,2.6,7.8,0.335,3.7,7.3,0.5,0.501,2.5,2.8,0.905,0.3,2.4,2.7,4.9,1,0.1,2.4,2,17.7,
69,Jimmy Butler,35,MIA,PF,22,22,30.8,5.8,10.5,0.552,0.5,1.5,0.375,5.3,9.1,0.58,0.578,5.4,6.9,0.788,2.3,3.2,5.5,4.7,1.2,0.4,1.2,1,17.6,
70,Jaden Ivey,22,DET,SG,30,30,29.9,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4,0.9,0.4,3,2.2,17.6,
71,Gradey Dick,21,TOR,SG,29,29,31.8,5.9,14.3,0.414,2.4,7,0.351,3.5,7.3,0.474,0.5,3.1,3.5,0.891,0.8,2.7,3.6,2.1,1,0.2,1.8,2.4,17.4,
72,Derrick White,30,BOS,SG,34,34,34.3,6,13.1,0.456,3.6,9.1,0.399,2.4,4,0.584,0.594,1.7,2.1,0.831,1,3.6,4.5,4.4,0.9,1.2,1.7,2.1,17.3,
73,Jonathan Kuminga,22,GSW,PF,31,10,26.4,6.1,13.5,0.456,1.2,3.6,0.327,4.9,9.8,0.503,0.5,3.4,5.3,0.642,1.4,3.6,5.1,2.2,0.9,0.6,1.5,2,16.9,
74,Jordan Clarkson,32,UTA,SG,21,3,26.7,5.6,13.6,0.414,2,5.7,0.345,3.7,7.9,0.464,0.486,3.5,4.3,0.811,0.7,2.9,3.5,4,0.9,0.3,2.6,1.6,16.7,
75,Bennedict Mathurin,22,IND,SG,35,30,32.9,5.7,12.4,0.462,1.5,4,0.367,4.3,8.4,0.507,0.521,3.8,4.6,0.831,1.3,4.8,6.1,1.8,0.7,0.4,2.1,2.6,16.7,
76,OG Anunoby,27,NYK,PF,35,35,36.6,6.3,13.2,0.478,2.1,6,0.354,4.2,7.2,0.581,0.558,1.9,2.4,0.795,1.2,3.8,4.9,2,1.5,1,1.3,2.5,16.6,
77,Bam Adebayo,27,MIA,C,32,32,34.5,6.3,13.7,0.462,0.7,2.6,0.277,5.6,11.1,0.506,0.489,3.1,4.3,0.725,2.4,7.4,9.8,4.8,1.4,0.8,2.2,2.1,16.5,
78,Desmond Bane,26,MEM,SG,27,26,28.8,6.1,13,0.469,2,5.8,0.353,4,7.2,0.562,0.547,2.3,2.7,0.849,0.9,5.1,6,5,1.1,0.5,2.4,2.6,16.5,
79,Malik Monk,26,SAC,SG,28,15,30.3,5.8,13.3,0.439,2.4,6.9,0.349,3.4,6.4,0.536,0.53,2.4,2.8,0.883,0.3,3.4,3.6,4.9,0.8,0.5,1.9,2.4,16.5,
80,Chet Holmgren,22,OKC,C,10,10,26.5,5.6,11.1,0.505,1.4,3.7,0.378,4.2,7.4,0.568,0.568,3.8,4.9,0.776,1.6,7.1,8.7,2,0.8,2.6,2.3,1.8,16.4,
81,Jalen Suggs,23,ORL,PG,34,34,29,5.7,13.9,0.41,2.2,7,0.312,3.5,6.9,0.508,0.488,2.9,3.1,0.907,0.7,3.4,4.1,3.7,1.5,1,2.9,2.7,16.4,
82,Andrew Wiggins,29,GSW,SF,29,29,29,5.8,12.8,0.449,2.1,5.3,0.403,3.6,7.5,0.482,0.532,2.7,3.4,0.79,1.6,2.9,4.4,2.4,0.8,0.9,1.2,1.7,16.4,
83,Paul George,34,PHI,PF,22,22,31.9,5.9,13.9,0.422,2.1,6.2,0.336,3.8,7.7,0.491,0.497,2.5,3,0.806,0.8,4.7,5.5,4.5,1.8,0.5,2.7,2.5,16.3,
84,Dennis Schröder,31,2TM,PG,31,31,32,5.6,13.2,0.426,2.2,6.1,0.362,3.4,7.1,0.482,0.51,2.8,3.2,0.879,0.3,2.5,2.8,6,1,0.2,2.5,2.5,16.2,
84,Dennis Schröder,31,BRK,PG,23,23,33.6,6.4,14.1,0.452,2.5,6.5,0.387,3.9,7.6,0.509,0.542,3.1,3.5,0.889,0.2,2.8,3,6.6,1.1,0.2,2.6,2.4,18.4,
84,Dennis Schröder,31,GSW,PG,8,8,27.6,3.4,10.4,0.325,1.3,4.8,0.263,2.1,5.6,0.378,0.386,1.9,2.3,0.833,0.5,1.8,2.3,4.1,0.6,0.1,2.1,2.8,9.9,
85,Malik Beasley,28,DET,SG,34,8,28.1,5.6,13.4,0.423,3.7,9.2,0.403,1.9,4.1,0.468,0.562,1.1,1.5,0.725,0.6,2.5,3.1,1.9,0.8,0.1,1.1,1.3,16.1,
86,Keyonte George,21,UTA,PG,27,27,31.7,5.3,13.5,0.395,2.7,7.6,0.35,2.7,5.9,0.453,0.493,2.5,3.1,0.798,0.4,2.8,3.3,5.7,0.7,0.2,3.3,1.7,15.8,
87,Payton Pritchard,27,BOS,PG,35,0,28.6,5.4,11.3,0.477,3.7,8.5,0.428,1.7,2.7,0.632,0.64,1.2,1.4,0.84,1.4,2.4,3.8,3.4,0.9,0.1,1,1.7,15.6,
88,Immanuel Quickley,25,TOR,PG,5,5,26.6,5.4,15,0.36,2,6.4,0.313,3.4,8.6,0.395,0.427,2.8,3,0.933,0.2,2.6,2.8,7.6,0.4,0,1.6,2.2,15.6,
89,Dejounte Murray,28,NOP,PG,18,18,33.6,5.8,15.8,0.365,1.3,5.1,0.25,4.5,10.7,0.42,0.405,2.7,3.2,0.842,0.4,5.9,6.4,7.7,2.4,0.5,3.9,2.3,15.5,
90,Devin Vassell,24,SAS,SG,19,8,28.1,5.8,12.9,0.447,2.1,5.6,0.364,3.7,7.3,0.511,0.526,1.8,2.4,0.778,0.7,2.5,3.2,3,1.2,0.4,1.4,1.8,15.5,
91,Jakob Poeltl,29,TOR,C,30,29,32,6.6,10.9,0.604,0,0.1,0,6.6,10.8,0.608,0.604,2.2,3.2,0.691,3.8,6.9,10.7,2.6,1.2,1.3,2.1,3.5,15.4,
92,Jared McCain,20,PHI,SG,23,8,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0,1.6,1.6,15.3,
93,Myles Turner,28,IND,C,33,33,31.4,5.5,11.3,0.489,1.9,4.9,0.393,3.6,6.3,0.565,0.575,2.2,3,0.724,1.4,5.7,7.1,1.6,0.8,2,2.2,2.9,15.1,
94,Jerami Grant,30,POR,PF,29,29,32.7,4.9,12.7,0.382,2.4,6.4,0.382,2.4,6.3,0.383,0.478,2.8,3.4,0.82,0.5,3.1,3.6,2.3,0.9,1,1.4,2.3,15,
95,Ivica Zubac,27,LAC,C,34,34,32.1,6.7,11.1,0.609,0,0,,6.7,11.1,0.609,0.609,1.5,2.9,0.51,3.9,8.5,12.4,2.5,0.7,1,1.8,2,14.9,
96,Fred VanVleet,30,HOU,PG,32,32,35.2,5.2,13.8,0.376,2.5,7.7,0.32,2.7,6.1,0.446,0.465,2,2.4,0.808,0.8,3.7,4.5,5.9,1.5,0.5,1.5,2.4,14.8,
